X,Bottom.Temp.Fall,Bottom.Temp.Spring,Bottom.Temp.Summer,Bottom.Temp.Winter,Salinity.Fall,Salinity.Spring,Salinity.Summer,Salinity.Winter,SSH.Fall,SSH.Spring,SSH.Summer,SSH.Winter,SST.Fall,SST.Spring,SST.Summer,SST.Winter,ChlGlob50.Fall,ChlGlob50.Spring,ChlGlob50.Summer,ChlGlob50.Winter,ChlModis15.Fall,ChlModis15.Spring,ChlModis15.Summer,ChlModis15.Winter,ChlModis50.Fall,ChlModis50.Spring,ChlModis50.Summer,ChlModis50.Winter,,,,,,,,,,,,,,,,,,
1993,-0.517806109234642,-0.990642614465684,-0.51603752091898,-0.0574966834342166,0.264214000571797,-0.0549491782465064,0.0246690075630436,0.199332205187801,-0.0012703544538265,-0.0207995111747596,-0.0483528579554811,0.0250916216524884,-0.00448625423763657,-0.747795145912832,0.533869420514277,0.405643777149066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
1994,0.456708018202208,-0.166887378869515,-1.82118456374456,-0.00728350875738746,0.0645132289043915,0.135903651107056,-0.0374125858877341,0.487264312337959,-0.000632007803427601,-0.0208338347384914,-0.0445941586140427,-0.0270833074020688,0.881705944420509,0.37087646137661,-0.715392869061603,0.264132216880378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
1995,-0.00138220270581702,0.229214399402997,0.736819260086088,0.274575031059393,-0.297767368716003,0.251788829023327,-0.217758990830984,0.0622318870371114,0.0181154382667107,0.0208305236793701,0.0491463044781053,-0.0320449531199608,0.0453775613602436,0.5419319284916,0.203556482101886,0.339839275803139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
1996,-0.367451964401767,-1.23965334811031,-1.30420120533748,-0.386162512604032,0.140616327806489,0.188987232949701,0.344281659787935,0.0815654517981856,-0.0065035497704488,-0.0446706861357121,-0.0553916131577449,-0.0396272136840599,-0.355302863489661,-0.502664364993223,-0.465561263095075,-0.435093469122672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
1997,-0.716451361491203,-0.0260457900925086,0.453287429985686,0.23472455502891,-0.223267464202024,0.375569687219511,-0.257616222514989,0.157141820598687,-0.135079309033118,0.00504214211290004,-0.0196464897574691,-0.0106757172194145,-0.384154302280052,-0.312974164628536,0.236130164873302,1.08673316602544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
1998,-0.0712193691943404,-0.440554824832176,-0.26576220775436,-0.212479316831716,0.138823421404981,-0.532982496171613,-0.0841183925563567,-0.927109489088122,-0.0817741093264506,-0.0385733167162797,-0.0418419346338561,-0.0398758130139368,0.718269551751218,0.336903301485146,0.327983479032476,-0.496159504643009,-0.0046948434697301,0.156237621670171,0.0331160958819179,0.118329824342052,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
1999,0.176483829172271,0.284167133275834,0.468781706430425,0.675299025394797,-0.0359081797663575,0.426491979507804,0.091693252709883,0.491221075402737,-0.0121236665922349,-0.000267013139759111,0.00942850206553338,0.00562104810815854,-0.0633093451373383,0.0446140468061046,0.258141247392152,0.871087067008417,-0.0153142004513453,-0.0223471410994002,0.0030619588069595,-0.0773168843768374,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
2000,-0.222246490793619,0.313650275178751,0.287579138013842,0.329659948676945,0.222841865921422,0.334467106404109,0.337457247333907,0.306694841769072,-0.0170921305610569,-0.00432995186143435,0.0343707650177022,0.00570342679599392,-0.703127791869427,-0.183131370873956,-0.364344309766678,0.389669120581321,-0.048812731622694,-0.0260557225653756,-0.0487308798168704,-0.0837922632968642,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
2001,0.206980423039948,-0.267514099618003,0.528269084463609,-0.63527424300739,0.253930326238524,0.0940670212897516,-0.0843056737869075,0.209046198978759,0.0428901518931713,-0.0643973518806743,-0.0172409306005484,-0.0490026150556618,-0.109667719878496,-0.288559921646079,-0.327533579623061,-0.724021146159642,-0.0500555957537657,-0.0221041937660013,-0.0258135991642154,-0.0495181770221985,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
2002,-0.0451971064303592,0.927846660140974,0.777204777449522,-0.0676407604537117,-0.183814174784658,0.484444292288823,-0.0638070389562521,0.511096188657386,-0.0414235453990421,0.00862553727587066,-0.00438548356563242,-0.0218030702112903,-0.160190873456275,0.590944816417427,-0.104683219290646,0.107273398216765,-0.0334268515039671,-0.0551933087429202,-0.0383029700563386,-0.0667080398382937,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
