"Lat","Lon","Avg1","Avg2","Avg3","Avg4","Std1","Std2","Std3","Std4","Trend1","Trend2","Trend3","Trend4"
28.5200000000002,-80.5200000000002,19.6984873692589,25.2445902569631,27.9901386243829,23.5991286902592,1.98877020066602,2.02684359148216,1.16555387023833,2.82919828956232,NA,0.000401433805099481,0.000279946767271154,NA
28.5200000000002,-80.4800000000002,20.04537956506,25.100637174276,27.9799444714765,23.8820748572228,1.95054509821682,2.03039492577767,1.09778366431689,2.71415192772096,NA,0.000383331911613792,0.000230690540549937,NA
28.5200000000002,-80.4400000000002,20.4740065234647,25.050720584894,28.0126182543284,24.2054904525963,1.89662595792022,2.04877512507382,1.04814725690886,2.57659741608412,NA,0.000382964386877273,0.000201554598434704,NA
28.5200000000002,-80.4000000000002,20.8818558877691,25.0444304410957,28.0431176547346,24.535081458056,1.83176520195976,2.06113830231762,1.04374004384138,2.43883774841015,NA,0.00037407317228357,0.000178654356803513,0.000131603003782661
28.5200000000002,-80.3600000000002,21.2561244760527,25.0675878376616,28.0993004767434,24.8598497660979,1.74875861137886,2.06886595946985,1.0339927371497,2.29042645894885,NA,0.000363058891518938,0.000156695797537643,0.000192611895841098
28.5200000000002,-80.3200000000002,21.6192949322011,25.123311331526,28.1678743033574,25.1505280234467,1.64592218538847,2.04235315803659,1.04203385153017,2.13926765937256,NA,0.000343521831205655,0.000159425266766738,0.000245428929044738
28.5200000000002,-80.2800000000002,21.9459966525441,25.197593794487,28.2542964893839,25.4255236364019,1.55888500503074,1.9884750459871,1.05054677183612,2.00131597088839,0.000136344210741702,0.000305871070183318,0.000138370731170763,0.000268777800320946
28.5200000000002,-80.2400000000002,22.2515104918431,25.3017405567408,28.3748533436205,25.7029132621399,1.46344265310115,1.94541029565738,1.05556573684912,1.88507513013117,0.000193378951648811,0.000279391251088746,0.000106903974713198,0.000286598611414181
28.5200000000002,-80.2000000000002,22.5456487140357,25.4570242508472,28.5572416042459,25.965693438071,1.39107877907712,1.89691964277417,1.05535812093318,1.79810042537332,0.000241053744601397,0.000237470712207471,7.28022269175373e-05,0.000281659381489886
28.5200000000002,-80.1600000000002,22.8262117733516,25.6757877258786,28.7930771307252,26.2070494713276,1.33474041521774,1.85992043601552,1.04768373902903,1.7390309938638,0.000240147079972071,0.000201892840948594,NA,0.000265469949736399
28.5200000000002,-80.1200000000002,23.1786070806542,26.0254599805039,29.1059788864056,26.4787789477759,1.26005622178471,1.8047745389642,0.983646861723979,1.68133609046365,0.000220459182537127,0.000180621216289286,NA,0.000239834226976759
28.5200000000002,-80.0800000000002,23.641794251357,26.4401122856068,29.3959573148073,26.8036100574877,1.17689534256864,1.68936200121672,0.855425425479397,1.586914126755,0.000201640271240399,0.000185878554783678,6.02981250993202e-05,0.000214209501089891
28.5200000000002,-80.0400000000002,24.1543491999065,26.7627809863508,29.5480244792383,27.0885465313112,1.09839362135683,1.52960545053886,0.725968066802769,1.48475631390201,0.000226601349075654,0.000208581695559287,8.35723302169377e-05,0.000223592575932879
28.5200000000002,-80.0000000000002,24.5393381705483,26.8977219602203,29.5103673513147,27.2185881641851,1.04770976366348,1.41150745854826,0.654668973270452,1.40607340430938,0.00027900861997697,0.000233312541688268,6.70407711209881e-05,0.00025703824627138
28.5200000000002,-79.9600000000002,24.7337018393085,26.9963186335591,29.5209316735504,27.266450544526,0.987409145184955,1.35572362933599,0.622851570955165,1.36599641222565,0.000302044569109979,0.000237580807349811,5.78147955309244e-05,0.000267764343499349
28.5200000000002,-79.9200000000002,24.8745618272839,27.0717963066549,29.4988457330878,27.2960914357313,0.9163823210833,1.30151982564844,0.60797090470878,1.31065766363815,0.000278749722967568,0.000223158512330828,6.02121913405004e-05,0.000250848529513414
