,Chl Summer Mode 1,Chl Summer Mode 2,Chl Winter Mode 1,Chl Winter Mode 2
1998,0.0941965451125864,-0.102372611462066,-0.554652374378126,-0.0654757647080603
1999,-0.172557645554782,0.0168325427500676,0.153871174357795,-0.0947920149918119
2000,-0.25235937740285,0.174903884773956,0.133206330309711,-0.0967215785690995
2001,-0.221604542583462,0.0646897732117215,0.225357433429872,-0.115778422008925
2002,-0.224131187759873,-0.142849324773499,0.298004019126111,0.0576775647150032
2003,0.50037220813746,0.406329302526286,-0.293494876739547,0.313422044520343
2004,-0.134090626484951,0.0819722876111541,0.100772440446435,0.0422435251773269
2005,0.124771207596408,-0.562046371414854,-0.0161944605554127,0.275228765316712
2006,-0.187118464872901,0.105324276283029,-0.0472689884659203,-0.0115520075076038
2007,0.0509524884775939,-0.372167444055767,0.0872682687247591,-0.188388455574982
2008,-0.137344781298976,0.0645934061280393,0.125497657378482,0.0427596772960322
2009,0.000728296957334308,-0.0423769297263229,-0.0346376232438095,-0.286693720903344
2010,-0.139232178183278,0.0660641149099482,-0.225304963859861,-0.146562116214499
2011,-0.227857345892987,0.0731958366902214,0.220433828190087,-0.0532671593276509
2012,0.00929372204980733,-0.0348005277074364,0.277955826197179,-0.0264147381209606
2013,0.147256959127323,0.140060463717067,0.101051703118824,-0.116167043496684
2014,-0.162165737849534,0.0320999913493165,0.0900952608134193,-0.0178365541199387
2015,-0.197839132913499,0.0163474786446893,0.0919599959073741,0.252120527442752
2016,0.11235372794949,-0.0109175046633849,-0.276048234218569,-0.364311252849355
2017,0.187999982552136,0.421201842680566,-0.00725793565680562,-0.261705341737313
2018,0.264319034484502,-0.206978947287613,0.0907271854086691,0.487614348839518
2019,0.0298534454996535,0.0488939549158142,-0.19015542406708,0.314270916614875
2020,0.404950865391391,-0.0564109300089783,-0.141812931668626,-0.0776954576539906
2021,0.129252537461407,-0.181588565091955,-0.209373310554962,0.138024257861655
