,Chl Fall Mode 1,Chl Fall Mode 2,Chl Spring Mode 1,Chl Spring Mode 2,Chl Summer Mode 1,Chl Summer Mode 2,Chl Winter Mode 1,Chl Winter Mode 2
1998,-0.0413871849443317,0.141576245357913,-0.669339350277993,0.00381764450258726,-0.204651070299785,-0.138268297146829,-0.520545260057199,0.68794311600308
1999,-0.140270238622312,-0.178174984947162,0.100079974458486,-0.025864618440763,-0.00727677102245238,-0.145863892783766,0.265066729241103,0.0801753917393048
2000,-0.318147791757231,0.123713197278028,0.115544950446306,0.0124952778336255,0.310480960706445,0.179843173287517,0.287054333009977,0.078912948650594
2001,-0.350881390848019,-0.0208200387210248,0.0933764534399481,0.076823500610865,0.187956673534891,-0.0470404375300604,0.163005792866006,0.115820263540838
2002,-0.213897094994864,0.224113619056122,0.248217544427915,0.135366221525107,0.253217347547069,0.142334091043802,0.242754394363691,0.101205496556704
2003,0.199537591697551,-0.00369364686127761,-0.441892696515028,0.225999771436857,-0.70679380486089,0.364567257017212,-0.183271795069525,-0.301613239805234
2004,0.413554990024149,0.245570645036291,0.100283793368255,0.0333336830167633,-0.121770945977149,-0.573826578502604,-0.0944620464647726,0.0756370429144922
2005,0.354466419177001,-0.478257201940557,-0.0283137473282035,-0.359227501044552,0.0793862843031475,0.109324366141036,-0.0308614870685337,0.114826227939754
2006,0.023602050076684,0.157970263325143,0.0112354478591588,-0.181018917635257,0.0842571334829449,-0.18807441924543,-0.20697036191262,-0.259374526243147
2007,-0.200992939743429,-0.0398505879244582,0.140298426131079,-0.149096107729494,0.238925991120245,0.212281812253388,0.0934424394789107,-0.0634134952691849
2008,0.124556011631497,-0.112722117682653,0.0866207512230617,0.0522708759384785,0.0179772888212599,-0.0977322772526384,-0.234578339279534,-0.0901466201851143
2009,0.0195175580224684,0.236586501676858,-0.222686596013603,0.27294479319943,-0.00417410020495316,0.124796350838263,-0.150248168114662,-0.212106981361592
2010,0.333079480855271,0.310897244859027,-0.172098033723751,-0.67449086403443,0.0754783665077666,-0.0348497822071163,-0.354861442595532,-0.0950579096367918
2011,-0.0424741628333702,0.0976161901598269,0.0366235570832713,0.101398688096962,0.112934584759169,0.110726375331993,-0.155559370607151,-0.112413284023451
2012,0.100038673223731,0.191103512286116,0.20389317206828,0.0289692362992977,-0.0488752239468578,0.111727528480932,0.018823095804802,-0.285091179859886
2013,-0.0295567396531307,-0.0464868735294881,0.109845930403944,-0.317236451788639,-0.0453845471827562,0.0983234823420426,0.0728459505991926,0.101358635961627
2014,-0.0760169599049268,0.0378043646320853,0.108145943690428,0.130515528696245,0.221756255271189,0.183561624926211,0.189499096117048,0.0209350286360654
2015,0.0562707638094329,-0.296237669485618,0.207037527284189,0.121402047507366,0.0357653271132493,-0.144974775445174,0.248199210862662,0.0466675326305162
2016,-0.00182040661983905,-0.183443869216366,0.0518920490032326,0.14445409931136,-0.232112951648659,0.0659248501122622,-0.102071156979535,-0.22088132703466
2017,0.00369941184027457,-0.438457366542609,-0.109590295920484,0.0768974820156693,-0.0496354979420309,-0.44569328344057,0.0322095331893336,-0.1994743402423
2018,0.295908687137669,0.0442560254907394,-0.0236987045945668,0.0137294795280859,-0.163008931296778,-0.058298173158906,0.08554217510168,0.0718043914715763
2019,-0.125389665219876,0.14767804558268,0.0368702767944043,0.16389605337161,0.0336781843812573,-0.0383549984817873,0.0756347454797712,0.183194594750429
2020,-0.245612203175659,-0.106230786256465,-0.0894577759602489,0.0939370999360028,-0.127029328425216,0.154460188266061,0.188041077440947,0.0770989071425453
2021,-0.137784859178742,-0.0545107116331505,0.107111402651919,0.0186829778468245,0.0588987752588931,0.0551058151541617,0.0713108545939393,0.0839933257238343
