,Chl Fall Mode 1,Chl Fall Mode 2,Chl Spring Mode 1,Chl Spring Mode 2,Chl Summer Mode 1,Chl Summer Mode 2,Chl Winter Mode 1,Chl Winter Mode 2
2003,-0.0225468028288666,0.0446011080039441,-0.813081536979136,0.418295520185411,-0.807490119142268,0.261097897423567,-0.017551061284393,0.131184770320094
2004,-0.728698492643319,0.303916262488421,0.128563093444581,0.0527993643034495,-0.0533497046940575,-0.0166412296978824,0.129447233655712,-0.411773396258653
2005,-0.101507495835927,-0.136446076979746,-0.0783566525730744,-0.155392258653121,-0.0613207046779804,-0.362282361656015,0.131544570057115,-0.0653956997108925
2006,0.197536740118365,0.137069875411253,0.0176756874211232,0.0265186462144099,0.214955886934778,0.0577385200508502,-0.115734464910076,0.204086737812494
2007,-0.111598240057918,-0.506519966340194,0.0957975934794396,0.0291970771826268,0.156395743311306,-0.0294262102880885,-0.1390916025421,-0.109009830639028
2008,0.0123336228133977,-0.0849950473439261,0.117672510630098,0.128327720296408,-0.144775171437589,-0.830985205276533,-0.0187496488732275,0.250709308771783
2009,0.0500681521106365,-0.111226460371878,-0.105853534098035,-0.560569868250251,0.0783839319742588,0.0971729296287294,0.272583737269404,0.115313611170584
2010,0.189974519072993,0.197675356985411,-0.114223012201933,-0.378172364612861,0.131507604343746,0.0315633468667079,-0.217037452052905,0.166782860910152
2011,0.201734158667604,0.0765550711843135,0.203370742054546,0.136490471095232,0.0386156645321518,0.0648469567138633,-0.23924934953899,-0.0538661654021043
2012,0.113798724259391,0.132152917088243,0.258802828702766,0.120360369881873,-0.0492017033248258,-0.0261256507835031,-0.183018645031424,0.111777734230628
2013,0.0471717039787017,-0.175695427379761,0.103053411004137,-0.00787410521932954,-0.139931775534551,0.0777262107841796,-0.145895213376328,0.0693226045540902
2014,0.242389193911678,0.043580254758711,0.0439883257327509,0.0433607275720326,0.245775065985867,0.156289567676707,-0.0752404592172468,-0.175032423131633
2015,-0.0226074518842065,0.198697051097517,0.138262100652281,0.328785119010672,0.193836838360263,0.0559437593039923,0.421443581793087,0.451112732568438
2016,0.095563043777291,0.095209672657965,-0.135666414140705,-0.272945698828704,0.00474990838798682,0.0986008453100167,-0.0441973026203293,0.112393748669951
2017,-0.386000197221549,-0.329139224722377,0.0529739074299026,-0.0323477166023834,-0.00498124671526426,0.052668561702587,-0.0865456282976746,-0.531083862591724
2018,-0.105141340182159,0.519201562784201,0.136882608806912,0.242403119110155,-0.121740696930226,-0.0203461023999986,0.592791518675403,-0.154819018466067
2019,0.102112156911764,0.0391060944252895,0.0296488004300094,0.115028550200876,0.114744805518395,0.0234839832129121,-0.00873638566082168,0.124737586555557
2020,-0.107700335817519,-0.191250114240301,-0.160656489338767,-0.173714500935981,-0.129808334381721,0.182328479420903,0.210723821753544,-0.244751100281025
2021,0.22193634618851,-0.110710309472542,-0.130747704035286,-0.0227527766352603,0.12056804941279,0.0319035184099028,-0.258604265582927,-0.0343434027158609
2022,0.111181994661134,-0.141782600034542,0.21189373357839,-0.0377973953152538,0.21306595807694,0.0944421835970993,-0.208882984215822,0.042653203633218
