X,Bottom.Temp.Summer,Bottom.Temp.Winter,Salinity.Winter,SSH.Summer,SSH.Winter,SST.Summer,SST.Winter,ChlModis15.Spring,ChlModis15.Winter,ChlModis50.Winter,Gag,GAm,RPo,RGr,BSB,RSn,Sca,Sno,Ver
1993,-0.51603752091898,-0.0574966834342166,0.199332205187801,-0.0483528579554811,0.0250916216524884,0.533869420514277,0.405643777149066,NA,NA,NA,0.2356973,-0.189635,0.2412267,0.2793208,-0.02747382,-0.6933809,0.9285874,0.8474147,-0.3125298
1994,-1.82118456374456,-0.00728350875738746,0.487264312337959,-0.0445941586140427,-0.0270833074020688,-0.715392869061603,0.264132216880378,NA,NA,NA,0.4051614,-0.2803595,0.6085863,0.9468538,-0.02988834,-1.336668,0.9387415,0.604933,-0.3772971
1995,0.736819260086088,0.274575031059393,0.0622318870371114,0.0491463044781053,-0.0320449531199608,0.203556482101886,0.339839275803139,NA,NA,NA,0.6891941,-0.6316607,-0.09433453,0.471465,-0.2865192,-0.7797435,0.7264198,0.4371085,-0.09063066
1996,-1.30420120533748,-0.386162512604032,0.0815654517981856,-0.0553916131577449,-0.0396272136840599,-0.465561263095075,-0.435093469122672,NA,NA,NA,0.2112841,-0.6468223,0.06718745,-0.3339296,-0.2472967,-0.4148955,0.3949499,0.26069,0.1175237
1997,0.453287429985686,0.23472455502891,0.157141820598687,-0.0196464897574691,-0.0106757172194145,0.236130164873302,1.08673316602544,NA,NA,NA,-0.04751442,0.0353371,0.2144616,-0.5049302,-0.02963988,0.2357165,0.5823915,0.18468,0.4102147
1998,-0.26576220775436,-0.212479316831716,-0.927109489088122,-0.0418419346338561,-0.0398758130139368,0.327983479032476,-0.496159504643009,NA,NA,NA,0.1843306,0.02847554,-0.1440882,0.6002409,-0.1208214,0.481945,0.4647742,0.4891877,0.1970173
1999,0.468781706430425,0.675299025394797,0.491221075402737,0.00942850206553338,0.00562104810815854,0.258141247392152,0.871087067008417,NA,NA,NA,0.1949908,-0.08022459,-0.7319741,0.01195317,0.01119514,0.6400433,0.3607382,0.4815238,0.07343149
2000,0.287579138013842,0.329659948676945,0.306694841769072,0.0343707650177022,0.00570342679599392,-0.364344309766678,0.389669120581321,NA,NA,NA,0.2200321,0.4932842,-0.002769197,0.4550397,-0.07044205,0.1197213,0.8077235,0.5059015,0.05513901
2001,0.528269084463609,-0.63527424300739,0.209046198978759,-0.0172409306005484,-0.0490026150556618,-0.327533579623061,-0.724021146159642,NA,NA,NA,0.5734695,-0.2305933,0.3732929,0.3820404,-0.09460643,0.0681093,0.7787361,0.5030595,0.5869024
2002,0.777204777449522,-0.0676407604537117,0.511096188657386,-0.00438548356563242,-0.0218030702112903,-0.104683219290646,0.107273398216765,NA,NA,NA,0.2519137,-0.4901623,0.03730924,1.407127,-0.1387433,0.4223726,0.6936752,0.2689542,-0.3290512
2003,-2.09422922788149,-0.73192936151272,-0.703918957025298,-0.0605444820153868,-0.027509183122797,-0.937765150513309,-0.822563146371781,0.547187926722193,0.00661794607695558,0.0124425927643058,0.0302613,-0.3911044,0.01591951,0.5132309,-0.05604811,-0.611739,0.3092026,0.01744127,-0.388545
2004,-0.48848359942412,-0.421009785186874,-0.267739456559891,-0.0339294403127623,-0.0312270782563704,-0.585586147327577,-0.474065024352721,-0.0903086938245633,0.11158845115473,0.0378859069722767,-0.09990598,-0.5109705,0.1598289,-0.5564867,-0.3600806,-1.526898,-0.07431573,-0.2951907,-0.1119779
