,Chl Fall Mode 1,Chl Fall Mode 2,Chl Spring Mode 1,Chl Spring Mode 2,Chl Summer Mode 1,Chl Summer Mode 2,Chl Winter Mode 1,Chl Winter Mode 2
2003,-0.273538050458597,-0.108364065304664,-0.501035828777704,-0.248053429017138,-0.792149400356343,-0.0874922799791182,-0.0418836174200153,-0.225598719627625
2004,-0.649129797482703,0.304979253370596,0.0138695038291085,0.0434326685793854,-0.049150612473157,0.282833787451305,-0.133496275321134,-0.204389411933644
2005,-0.251771443176324,-0.500571729482829,-0.237837197539608,0.357304162777861,0.118850726438835,-0.0717740864962954,-0.260023964202375,0.231606707621926
2006,0.135736307101702,0.1054833258046,-0.0630683964884866,0.365301977972494,0.120723650545828,0.39459885593755,0.114886296474001,0.111932861024634
2007,0.296351995355062,-0.0964976117230252,0.229220290598542,0.0754447296996165,0.373783214899007,-0.193594692010796,-0.234977195812957,-0.0602593597108548
2008,-0.0178659780806035,0.00299423528486122,-0.0159563033195348,-0.0991733375298313,0.0582188668357307,0.234406952706138,-0.2989050515976,0.0163835186282055
2009,0.158911122377285,0.313305228098733,-0.308765033558299,-0.284335439336731,-0.0739151335140984,-0.0696459847733013,-0.28853670572624,-0.369683146896795
2010,-0.0966035865947229,0.36389853247778,-0.421740354947045,0.478013936779703,0.0673691744952729,0.0670049753479979,-0.231876299329778,-0.203452910142824
2011,0.101480215041765,0.215276469622843,-0.187733282750683,-0.293622046518146,0.110982821588091,-0.0926228483487481,-0.150860261555227,0.533844730743785
2012,-0.105111738020874,0.132294606707625,0.254187538193622,0.238770008453717,-0.0570891152421279,0.17183705168206,0.0850744124316836,-0.202475324068498
2013,0.138951905598113,0.100241140837174,0.0979653102498165,0.152690472613838,-0.023108510819002,-0.131431951868491,0.244517043144658,-0.060970392274327
2014,0.196978714885368,-0.0340212619204057,0.151660228175432,-0.0832855638554281,0.317009113645575,-0.13166622614047,0.296566224919578,0.00644547184722401
2015,-0.164857022197907,-0.305611008930957,0.358544476498739,-0.0729895230800273,-0.0256358539698057,0.328237622906355,-0.246248693031039,0.100757005544551
2016,-0.0519154307561165,-0.0142687595815929,0.035255902981778,-0.203697604372143,-0.170354778310003,-0.0406905291083676,-0.0665380117917196,0.431722975844102
2017,-0.13469149546852,-0.379203354137879,-0.0104104790254009,-0.167963172013368,0.0397306197149795,0.0942050790704136,0.147901650642632,0.115399604483521
2018,-0.0762106897144845,0.141287734374312,0.030808666996594,-0.0291376510321077,-0.154584461013116,-0.145951984342413,-0.0369466107204186,-0.28376413865549
2019,0.153543187802199,0.107289073879224,0.0898123211300295,-0.125265199603454,0.0917753576669923,-0.0910362411366025,0.179568338309018,0.172813738584823
2020,0.259242414808086,-0.145523790894849,0.0725239799849576,-0.147878993635536,-0.0162940674936047,-0.615265474053389,0.152395275787557,0.0202971995715405
2021,0.152728759845507,-0.0384773495648469,0.221104003243107,0.199275907323544,0.0857458870412532,-0.102285568999652,0.401241822045308,-0.0536030660164722
2022,0.227770609135766,-0.1645106689167,0.191594654525036,-0.154831904206248,-0.021907499680307,0.200333542155826,0.368141622754067,-0.0770073445677812
