,Chl Fall,Chl Spring,Chl Summer,Chl Winter
1998,-0.0046948434697301,0.156237621670171,0.0331160958819179,0.118329824342052
1999,-0.0153142004513453,-0.0223471410994002,0.0030619588069595,-0.0773168843768374
2000,-0.048812731622694,-0.0260557225653756,-0.0487308798168704,-0.0837922632968642
2001,-0.0500555957537657,-0.0221041937660013,-0.0258135991642154,-0.0495181770221985
2002,-0.0334268515039671,-0.0551933087429202,-0.0383029700563386,-0.0667080398382937
2003,0.0301491647537391,0.100819967125607,0.0964816122535863,0.0666212163282708
2004,0.0449711110691399,-0.0220191307121246,0.023898430747465,0.0221942088251707
2005,0.0597503224923542,0.00904287084181064,-0.0121659265778828,0.00752850737580836
2006,0.000499132268886291,-0.00658154743958153,-0.00919143373368469,0.0684318762216153
2007,-0.0251156648731369,-0.0306448429098722,-0.0375282323449472,-0.0236975116593554
2008,0.0227976239890004,-0.0220720558084669,-0.00308379397975464,0.0660050625896659
2009,-0.00508338659917852,0.0527382900821666,-0.001851293392338,0.0432255431703171
2010,0.0302092386400536,0.0403243580106573,-0.0107165561515658,0.100344518021543
2011,-0.011540533597815,-0.00390098720163106,-0.0171766034945754,0.0494920325366151
2012,0.0105774870591772,-0.0455622412275021,0.0079354939956417,0.00351333268517494
2013,-0.00379412620357476,-0.0246259406398535,0.00416721932541733,-0.026657965697809
2014,-0.00043162889753969,-0.0276198420245099,-0.0328761325978871,-0.0541902485461197
2015,0.0146667679837453,-0.0489387633869822,-0.000331355346401704,-0.0697999680997222
2016,0.000421726042920694,-0.0123972237865671,0.0326744688700285,0.0395390637773283
2017,0.00637425752718495,0.0204791672756749,0.0105302920362489,-0.00534499453983351
2018,0.0520703979283147,0.00838777788486313,0.023756991770765,-0.0239325800718827
2019,-0.0242467695934421,-0.00984615699275557,-0.00593096958440052,-0.0296080828187992
2020,-0.0331875884128419,0.0206663122223722,0.0149314871242493,-0.0516854239958958
2021,-0.0167833087754853,-0.0287872668097789,-0.00685430457141714,-0.0229730459099505
