,Bottom Temp Fall,Bottom Temp Spring,Bottom Temp Summer,Bottom Temp Winter,Mixed Layer Fall,Mixed Layer Spring,Mixed Layer Summer,Mixed Layer Winter,SSH Fall,SSH Spring,SSH Summer,SSH Winter,SST Fall,SST Spring,SST Summer,SST Winter
1993,-1.91924464589147,-1.54595550815063,-0.963042971760463,-1.00200537516079,-0.0561636486511252,0.00340804560792883,-0.021994404232091,0.000998486659459421,-0.00441639600542996,-0.0237188668492208,-0.0152813586550359,0.0360601001736448,-0.134512470129413,-0.699031541062701,0.574733859486095,0.189511249046493
1994,0.246367288936436,-1.3610609736873,-1.20346317893752,-1.00745107002578,-0.00393078003983056,0.00866504714096855,-0.00859695109746007,-0.00505861564893981,-0.0164492789140866,-0.0248956836769184,-0.0363667680625195,-0.0194530000239083,0.952831243341843,0.451447553340841,-0.457303408342433,-0.234436807164482
1995,-0.15065602196783,-0.285051377692884,0.548535996554568,0.125353130928938,-0.00639715369287663,0.00481776644508488,0.00845445956494751,0.00987776975456446,0.0226504460290936,0.0253259605192346,0.0504230916974395,-0.0233304290899513,-0.0213986370963503,0.518837835548853,0.0971083055206544,0.0218948547000642
1996,-0.266573382683901,-1.90036092956147,-1.89376450428554,-0.949101385911822,0.0151677412689694,-0.0315470896749513,0.0140369977511167,-0.000573337469910556,-0.0035172139140155,-0.051541734968039,-0.0536357981923044,-0.0415799614703801,-0.157110858461186,-0.581451144432255,-0.454754010939531,-0.72481593428185
1997,-1.94351369240159,-0.0363377300554808,-0.344492562631648,-1.20788117690196,-0.0427058756305259,0.0400827841976582,-0.0158532703279345,-0.0538249915105746,-0.142565395110756,0.0039722816730659,-0.00403594965402342,-0.0197948559096504,-0.575846903507006,-0.0398987173695297,0.402488341095399,0.765146149785662
1998,-2.50725479115505,-1.27728141575597,-1.93269883063959,-1.00032024767929,-0.0698285462507781,-0.0359482370904874,-0.01880941442912,-0.0312575996877653,-0.110933966968789,-0.0523696923513185,-0.0610356231379093,-0.0455322360817869,0.138767471275937,0.199882166456505,0.193149454124844,-0.954760954381074
1999,0.208940282538989,0.171074911112328,0.233946687969373,0.345493078473283,0.0123943563842137,0.0393439670049608,0.0198774929087643,0.0389328743890438,-0.00271150885800664,-0.00694714109484621,0.0210057028457375,0.012236254120118,-0.0229145005399907,0.290917703789112,0.359278885994328,0.633877959001261
2000,1.29764878253243,0.0226592715008537,0.853704248598141,-0.106416766847578,0.0879771517676826,0.00335552055965932,0.0154748781127024,0.0184109635785986,-0.00761726408528879,2.12239710456271e-05,0.0452255169085132,0.00429679516289508,-0.476334639333331,-0.315889479431868,-0.292783045823584,0.127130531545635
2001,0.74391274897287,0.367544554105957,0.401155372817727,-0.165797987030024,0.0198189355921678,-0.00636340855862437,-0.00647348869831164,0.0169343636382162,0.0497194289014165,-0.0645885990899725,-0.0167670686746143,-0.0473052332488331,-0.35667633874672,-0.2595746399278,-0.393926305931397,-0.564664642086194
2002,-0.705965802247249,1.12645699732863,0.585416257067917,-0.237090806046835,-0.0164521096488463,0.0390616896404507,-0.00374548216054637,-0.0299420179305731,-0.0514096204386586,0.00321847728029431,-0.0124435276094704,-0.0238849061616619,-0.489240912868806,0.64768789561706,-0.259878894898346,-0.113860511372293
