,Bottom Temp Summer,Bottom Temp Winter,Mixed Layer Summer,Mixed Layer Winter,Salinity Summer,Salinity Winter,SSH Summer,SSH Winter,SST Summer,SST Winter
1993,-0.508351629805125,-0.671309421572682,-0.0168971528705377,0.0486859640736957,0.109478097351237,0.124663597685992,-0.0258471125807913,-0.00358413576068537,0.243519277983182,-0.582622784790784
1994,-1.72683597539933,0.141201437093844,-0.0318336917767256,0.0320554989942777,-0.04367884567378,0.401612375323267,-0.0410581188065026,-0.0456194744764027,-0.562393011923404,0.667429393944418
1995,0.500594741655834,0.176612352725231,0.0365991111291447,-0.00068781224238896,-0.0791260622948573,0.0354972938287151,0.0406698543155403,-0.0239355825961268,0.176762742023517,0.372597087114534
1996,-1.33453544452787,-0.767146641330673,0.019184900150534,-0.00296984967720948,0.385717474273023,0.0272378812905904,-0.0309914703099785,-0.0841249104620762,-0.42443624221745,-0.826070969393869
1997,0.416124316710038,0.407927053060628,0.0435181652965778,0.0253209537223888,-0.0559981603886195,0.28072209239588,6.29617720539989e-05,0.012731347590197,-0.117182338742894,0.953535631273978
1998,0.216019734352455,-0.335288179967765,0.0204134251160369,-0.0549345360826296,-0.180995918354816,-0.87212307975602,-0.0126435130422627,-0.0443491890194443,0.686655280112677,-0.511678326467846
1999,0.59982004215611,0.495295855190915,0.0471610584301822,0.0831996153286599,0.16631149626567,0.613322652860858,-0.00806813946373007,-0.00300568942525567,0.247867818209645,0.69268725101863
2000,0.464036735884934,0.149555186465971,0.0233861857305911,0.0398971037185158,0.399632738008352,0.313020022929711,0.018762546209041,-0.00251344139666685,-0.313527294447744,0.137721024679887
2001,0.424242431028332,-0.334282035352264,0.00754411282370353,0.000664456511724013,0.172925018038929,0.0324032997683351,-0.0439419259978483,-0.0551954806448381,-0.211326767099995,-0.374662017402749
2002,1.06407770821073,0.467017750568627,0.0538634747353106,0.0303884709926999,0.136034960018508,0.408298786050693,-0.0014144344661141,0.00256051064214331,-0.187221655464464,0.680136777843633
2003,-2.29498330043969,-0.298516954770694,-0.0751030992295916,-0.120557859032175,-0.963398355732232,-1.06041802673581,-0.0842419326947179,0.0139321150034346,-0.739449734197531,-0.240924780038847
2004,-0.331451322310531,-0.487824583243659,-0.0060670743106439,0.016203030827363,0.168773114718685,-0.0494681433832689,-0.0374407222231802,-0.0575294948620347,-0.294442910802273,-0.578251135637096
2005,0.155713267228231,-0.586208502908218,-0.0686368834797982,-0.0190539662582945,-1.18993448975613,-0.151123826717159,-0.00132423249045844,0.00567433179260449,0.166311648991741,-1.08666102038027
2006,-0.577825345074327,-0.188371957087751,-0.0119015761248758,-0.0197037011170451,0.0446539989910564,-0.27466753647058,-0.0790895602437238,-0.0132477694361641,-0.143240787049893,-0.609927004969174
2007,0.273672656781521,-0.0297366324985612,0.00232472722283226,0.0456182221749311,0.0634193483992767,0.253103743973608,0.0220357233460231,-0.0491946599890565,-0.0168121081755295,-0.140740425233995
2008,-0.512805069325563,-0.122231864322652,-0.0325043084181047,0.0249920640486806,0.105360281328278,0.279588644774724,-0.029297911891549,-0.0274132916617662,-0.479283999247778,-0.0355178498010625
2009,-0.66128443766818,-0.745633995497374,-0.0502507893555067,0.0169703163168312,-0.210462807367602,0.0139848943932379,0.0255539806881436,-0.0654464587452411,-0.112081981720111,-1.03747968143509
2010,-0.793043649176509,-0.890508070591342,-0.0566014824781972,-0.0383776720687792,0.16700665284578,-0.325840970665133,-0.00402540773358984,-0.0190712909194454,0.492973182013434,-1.82945000299922
2011,-0.222053317090746,-0.612355957831343,-0.0253863416249718,-0.0653389480269868,0.242863832814033,-0.154352269114344,0.0327704864895133,-0.0291593308334825,0.106357458790934,-0.625401995238357
2012,-0.893906904772967,0.306451219911003,0.0311549958273333,0.0132323507019588,0.184053441183845,0.706221774750435,0.030636897583037,0.0384352973099224,-0.513094076361962,0.729684748604751
2013,-1.20942937720697,-0.419725813955906,-0.0267816729205232,0.0632239728029236,-0.438842174437421,0.327412841236805,-0.00681477535785031,0.011916201942507,-0.701275518363544,-0.469226150874509
2014,0.731402597953006,-0.0463228687355472,-0.00667034362808505,-0.0138951067643878,-0.309830256089367,-0.122962863624543,0.0436607829826029,0.0743853046203853,0.0668335225898733,-0.0466192123231075
2015,-0.432685494134527,0.00384401838846836,-0.00592853601348992,-0.0631443140359018,0.319702811870156,-0.711143458579982,0.0115642539707326,0.0485815839922835,0.227111730683237,-0.0398075381000207
2016,0.886741713214703,0.468424148408127,0.0299305822392044,-0.0212640733889438,0.328649139526135,-0.408093629615308,0.0209427952434742,0.0613428165487354,0.76138574290432,0.508428653143765
2017,0.56517361475116,0.977576555233699,0.0133689966993739,0.0175858306235144,0.351598461126988,0.25604658698725,0.0299702176662945,0.0297639323740645,0.0457795015171499,1.21467775497977
2018,-0.00702490966376282,0.0799448061827084,-0.0182442428101759,0.0353288863774242,-0.00825616221458546,0.892807512000249,0.0116046434660866,0.0382490833003784,0.370645658689615,0.212478174383755
2019,1.28067071814257,0.86986448478512,0.0241677460029358,-0.0415297395403769,0.409075610453672,-0.426414890952463,0.0908001806916681,0.114146859231797,0.586549653912749,0.828084405538447
2020,2.34761161269451,1.15468851911059,0.0330381303041643,-0.000248702902408015,-0.361339387880767,0.066555470914593,0.0423545846736924,0.0203754295583288,0.650966469186931,1.54274979748061
2021,1.58031428583197,0.837060092541505,0.0471515833333025,-0.0316604560780622,0.0866061429765512,-0.475890775550337,-0.0151906517956067,0.0512953863219049,-0.013951261794432,0.49483019507983
