,Bottom T Summer Mode 1,Bottom T Summer Mode 2,Bottom T Winter Mode 1,Bottom T Winter Mode 2,Mixed Layer Summer Mode 1,Mixed Layer Summer Mode 2,Mixed Layer Winter Mode 1,Mixed Layer Winter Mode 2,Salinity Summer Mode 1,Salinity Summer Mode 2,Salinity Winter Mode 1,Salinity Winter Mode 2,SSH Summer Mode 1,SSH Summer Mode 2,SSH Winter Mode 1,SSH Winter Mode 2,SST Summer Mode 1,SST Summer Mode 2,SST Winter Mode 1,SST Winter Mode 2
1993,-0.0597226138485798,0.239614585107164,0.0905573667324094,0.157074847359729,0.13845471512571,0.0352582245468577,-0.0200415671809545,0.311634668472049,0.102397012340944,0.149284790947312,-0.0573886049894077,-0.144547733379249,-0.109834060512001,0.353023118312105,-0.0131234777092838,-0.338793950804464,-0.11688576815712,-0.113707730327125,0.137130520547065,0.0838682555173729
1994,-0.307781600652632,-0.182455008384032,-0.150092850668699,0.385808614825499,0.0377664364179352,0.163162819820647,0.2129311710374,0.299120482524711,0.0122015634268688,0.0472548051463387,-0.149910889629808,-0.124712346623645,-0.216408466474759,-0.181808535016912,0.179118639541328,-0.115994558180888,0.275044542288053,0.364580350752404,-0.173577011060092,0.325305305851683
1995,0.106206240912519,0.232215772125266,-0.132211925693021,0.055004367205542,-0.143357559748499,-0.0944832166047397,0.111432100931358,0.144659080827278,-0.0353014964855909,-0.257394788675558,0.00461140708171845,-0.161284808670765,0.215485327885374,0.335518385671141,0.0694361627800739,-0.359059960769105,-0.0926562575386882,-0.311591842745138,-0.0981768584428668,0.0862755764106032
1996,-0.247890875149841,0.0850217455758296,0.218615003826125,0.205733753607685,-0.109507601592822,0.00219599404288504,-0.053091429282121,0.0116492778075699,0.159960974730941,-0.320909970313303,-0.0383395861261783,-0.0852030204083558,-0.15452247319212,-0.0261731599966664,0.34670418309598,0.0652421088435235,0.198254449025738,0.116308134489823,0.199632954105148,0.190890901265888
1997,0.118734479559232,0.154988669325637,-0.168863067372012,0.206600307818238,0.0319640479432582,-0.405208650420521,0.192918673186224,0.201267012273318,0.0714114522857217,0.00482917546007286,-0.110074230729944,-0.140576631463277,0.0138290885677748,0.400241399051066,-0.0452134878341363,0.0526522418118986,0.0627394667995223,0.511900181795987,-0.235780397843982,0.0996937565187201
1998,0.0651383570326761,0.480083795041067,0.0765694087987101,0.234880668910401,0.160055653177957,-0.235935415159776,-0.0105553446494297,-0.27069158967126,0.0685656869565744,0.0728408993073769,0.27454428510467,-0.508477222593598,-0.0601880631925194,-0.0437207841071535,0.178284653238679,-0.105305329642707,-0.309147339344649,0.249850079271519,0.137282677075105,0.28267279955028
1999,0.139338118798911,0.168210384234563,-0.193796097874005,0.0364011044658573,-0.0601537570425859,-0.27508017894341,-0.1861378393031,0.319473780282166,0.128184640782477,-0.0531136459853118,-0.252657167682302,-0.0170379179003727,-0.031270777991763,0.136438226269927,0.00951843343440793,-0.00552009893902251,-0.11073215562421,0.10978223912025,-0.170621732115808,0.0663316153887659
2000,0.0406266299235163,-0.179681709714717,-0.0663429296231001,0.129397755131805,-0.090167024064407,-0.0506592796191828,0.033703072087432,0.197751442748313,0.165413247232512,-0.125261977623839,-0.135880627805037,-0.0470444189573592,0.0902334251905225,-0.0239287928750125,0.0187216825929633,0.083111014187556,0.133218604023435,-0.19273748924439,-0.049500219263124,0.153805666577441
2001,0.0773197524990099,0.0802862759641498,0.103063396304092,-0.0917007769822465,0.173591064903942,-0.195136903736195,0.0101909975515602,0.0696417860790204,0.123005281546713,-0.0666883281956817,0.00459782927433487,0.125744123748482,-0.217375485002429,0.0276281026407521,0.21889074494573,-0.0562756228914479,0.0802408961221509,-0.228175918159827,0.0907912283921135,0.0398193221077038
2002,0.218344372429226,-0.0917496632601267,-0.146952731611269,-0.0385760703065111,-0.0958220622486464,-0.372491305121855,0.0173657159610492,0.0600306266558142,0.121780672782492,0.270141303168922,-0.20709412414526,0.0881936230848027,-0.00267349325460716,0.10224006519918,-0.00358049413737778,0.0501669338421344,0.0695554239052312,-0.196152133231811,-0.171376460279989,0.0447847232594395
2003,-0.415438957750785,-0.153073393994615,0.122000939719902,0.0105760510641478,0.285598577544162,0.206198452923453,0.29913848461732,-0.384567893356638,-0.501455078964349,-0.18552706391444,0.431115516395664,-0.0988703996400367,-0.432180081534351,-0.0766831039873176,-0.0516917479798607,0.115255338162052,0.351430758769443,0.166626042412191,0.0600641000911554,-0.0718469327082929
2004,-0.073136285912262,-0.14730583126223,0.198102718814934,-0.0893800926221645,0.19643624507333,-0.120779336888288,-0.217038672139398,-0.131004535819662,0.164260131036102,-0.0237514914295665,-0.00260294051002645,0.180334171539119,-0.184727087582887,-0.0889595309374834,0.248513630953554,0.123956993392834,0.142253515308073,0.0579567236369833,0.146029944397668,-0.231443197898089
2005,0.0203251691430802,0.0404459901702906,0.263459359322431,-0.217382230075465,0.272918262233199,0.244348105405103,-0.185541411885667,-0.044727440246189,-0.49964009755277,0.54276357212265,0.0444741951556021,0.173396398691259,-0.00259755118279521,-0.0213016530763034,-0.033920984180348,-0.122589067831608,-0.0833482271962686,-0.093804277393921,0.265229474522203,-0.197586299372618
2006,-0.104168697207966,0.283600341866543,0.112153633345667,0.0702052374992464,0.0620803794313739,0.0403882273346598,-0.0532838650093522,-0.228793868697869,0.00685217633194789,-0.0153268240935884,0.075150869699811,-0.0338987394297898,-0.378372663077392,0.413906633983667,0.0676444293575502,0.160578001964166,0.0513315032673761,-0.292986357768498,0.149443863527709,0.105731230404296
2007,0.0374129010361904,0.0787846348801467,0.00661827709119865,-0.0170247943608417,-0.106994214834789,0.0916863946461685,-0.267325142382107,0.155737867564328,-0.0058803968575659,0.281864881288375,-0.0877197401264099,-0.133210158845595,0.113410049141113,0.105715658556186,0.199099839568371,-0.0142936057120199,-0.0018435720085676,-0.105699075339944,0.0346512692911894,-0.0588483892148765
2008,-0.142845569123864,-0.127086879205083,0.0305152855180158,0.24513422918678,0.157904815811649,0.0978066231036398,0.0570996500358644,0.0772958892603342,0.114943665854273,0.0965143971514262,-0.118001396266459,-0.0455084699830436,-0.159512214217577,-0.295573396833695,0.130879910801866,0.211238753702707,0.218593122655557,-0.0793444041331387,0.0101090542935861,0.205206866399174
2009,-0.137063165070464,-0.105177266525434,0.308088417564682,0.0374932664370772,0.255620877363705,0.114033125436314,-0.151506362486186,-0.0797554197017772,-0.0548439897234555,0.107415134311201,-0.0234926801286654,-0.119648365493966,0.123750698399387,-0.0721699609234572,0.277170163310857,0.0737704390055328,0.0524731153616773,0.0237816917680163,0.256256968651089,0.0288127046083923
2010,-0.203136683521943,-0.123643179236631,0.364609198299915,-0.14149679027346,0.154304841066941,0.226925468280269,-0.0331737577289439,-0.248387081794621,0.0618469339569096,0.0407867200040324,0.112717911938276,-0.0949634972805536,-0.0451263852934989,-0.398984723799651,0.0544478719961008,-0.420636390623881,-0.213378977271883,0.0932623283870604,0.447763180355807,0.048991718770377
2011,-0.0695777581775456,-0.310006706643847,0.221846227496591,0.0465041551751089,0.00617088543268369,0.174853846833816,0.450454444088784,-0.123651272807567,0.148481171130329,0.0250229237892015,0.00157563206366815,0.0117321446986003,0.161363843612479,-0.0704393348340645,0.133815050750554,0.122932678336309,-0.0425194225874231,0.0299245043979193,0.15870515875461,0.0722824101627255
2012,-0.164191502944146,-0.0332876332424585,-0.108079887745959,0.325094295909166,-0.262931522324024,-0.0632778958607927,0.288128675841652,0.11257304116189,0.0623282213079163,0.0645783471897421,-0.380797335036393,-0.0666520726312252,0.146638921878201,-0.0131922494607505,-0.126596329854786,0.351672509149576,0.233343976712182,-0.0489733910977552,-0.190324686532298,0.317964258450304
2013,-0.215852979213919,0.0618935460664794,0.118514812270979,-0.112276396367627,-0.261219719536824,0.417072788224597,-0.18708017917373,0.219159068431573,-0.37448754545549,-0.319892586032578,-0.121638038811191,-0.0592510223323936,-0.0439423924825056,-0.224869504577344,-0.0492107225319047,-0.0745351920919398,0.319278482110398,-0.125493078199583,0.123434967196472,-0.16241470625732
2014,0.150714074867325,0.0172641472282139,0.0207380597231227,-0.280896165073949,0.0757101120256113,0.0297870368689124,0.124569313625424,0.0888623321753707,-0.0984126913995242,0.17686611042331,0.107833840459054,0.143188299600597,0.225309735786073,0.055249741145774,-0.316160346201604,-0.117970019433514,-0.0400123986537873,-0.0809909430178799,0.0195067425208492,-0.369580306251205
2015,-0.0590068723533541,-0.00549623579567716,-0.00043026397976945,-0.253666771270952,0.0884382836995376,0.0169861162277828,0.307334374248572,-0.0251841153616314,0.168248609557413,0.0276867476105892,0.35324686224923,0.474866825599589,0.0544956451351396,0.000290750690343469,-0.232259336755725,-0.331398132239542,-0.0947662539876584,0.121231251451087,0.00975732948198445,-0.225594666815936
2016,0.158303724214023,0.0940715785236519,-0.165100985851419,0.0155282820805347,-0.39697293601917,0.175050128998582,-0.175433951741996,-0.0590932217346398,0.0488524878279673,0.099931371669214,0.183696734645582,-0.0363656886556882,0.10092157949203,-0.0983644905048404,-0.234503356059857,0.25554832661264,-0.348148643720443,-0.0695802257532694,-0.123613038639658,-0.0497691679152212
2017,0.119652054510121,0.0021026555395862,-0.33597709153802,0.000884767799982367,-0.010111833808611,-0.0930316693025174,-0.306827188736151,-0.127492310223733,0.0871319037440562,-0.097055731273129,-0.0453795920725773,-0.02242093176075,0.147275040719519,-0.0533601228213722,-0.107011920166618,0.261019726578044,-0.0171411812644862,0.0111160236465813,-0.295807949423005,0.106367199342995
2018,0.00167763409296198,0.174382459618197,-0.0260855728841565,-0.115683346478642,0.120666267116648,0.00566253169212763,-0.100326476496817,0.0091958512910898,-0.0864799931907005,-0.0809296757771022,-0.326563316169672,0.44148494246496,0.0555400582659331,-0.0442945125816094,-0.159148534951011,-0.01279974832907,-0.173265334687016,-0.201243012138357,-0.0568121631578525,-0.108139414565586
2019,0.226069481193316,-0.146101173782073,-0.268465558216444,-0.21948451112251,-0.0155656245202392,-0.191414983817399,-0.0246826720654433,-0.230829604291352,0.167828908683607,-3.10530359926217e-05,0.213339009838024,0.23117746395335,0.448472937604413,-0.0371071432528583,-0.469198661377869,-0.00549025339311252,-0.258194281110931,0.065905574610773,-0.200198878586959,-0.189903573567038
2020,0.432833205560543,-0.232720657488811,-0.348206225035656,-0.20087362300155,-0.314447160423993,0.0358005735759233,0.0269476550659086,-0.13773193561752,-0.280762758818702,-0.257394724325084,0.0356324546168295,-0.000768677490341084,0.21503339096669,-0.0603948624286033,-0.0767585670702582,0.107883468704351,-0.292577270419943,0.189468892715719,-0.37128758068617,-0.241807822781044
2021,0.287117365154649,-0.355181242731053,-0.144846916735244,-0.383880136540881,-0.350430448203031,0.0202823775129394,-0.160168468017153,-0.186141918230364,-0.0464306930676166,-0.204503318914588,0.215003721706868,0.0703241301592453,-0.0730285476534447,-0.098926219505048,-0.213867429557374,0.045633396588998,0.00685922722423926,0.0287858600943224,-0.108712457171951,-0.351869833238934
