"Lat","Lon","InterAnnual1","Annual1","IntraAnnual1","Synoptic1","InterAnnual2","Annual2","IntraAnnual2","Synoptic2","TrendLinear1","Trend1","Avg1","Std1","TrendLinear2","Trend2","Avg2","Std2"
28.5200000000002,-80.5200000000002,0.0955659761264991,0.396522462252617,0.206878357469344,0.0268331233346575,0.0997787037865744,0.409911661483265,0.210737988390408,0.0149201855459409,2.57921501277979e-06,5.82666301643627e-07,-0.460702980658991,0.13675018018912,2.04019913181941e-05,1.6542321346089e-05,-0.410610128448544,0.145252983755266
28.5200000000002,-80.4800000000002,0.0963852675939374,0.398803498986512,0.208393570320888,0.026446873128309,0.100331907485334,0.41221647390293,0.211698588973365,0.0147503917170439,2.6280392350908e-06,6.66018888390772e-07,-0.459550906184477,0.135038184437537,2.025766561037e-05,1.64546070840565e-05,-0.409569299698054,0.143786553466465
28.5200000000002,-80.4400000000002,0.0970438368919399,0.400596320518161,0.210194426940694,0.0261327675680968,0.100943549355265,0.41430670856836,0.212641140486926,0.0145698957881095,2.67338428307363e-06,7.49911410836682e-07,-0.45853401850435,0.133251676957155,2.00731209176544e-05,1.63302757965651e-05,-0.408663925677923,0.14223288251434
28.5200000000002,-80.4000000000002,0.0975332576560807,0.401736783081443,0.212276470005951,0.0259126253321084,0.101555706375059,0.416081164697848,0.213475012106323,0.0145444282378772,2.72406646046911e-06,8.41851872871284e-07,-0.457534918071458,0.131469169762113,1.98471249814605e-05,1.61667294976387e-05,-0.407755489834356,0.140640319022166
28.5200000000002,-80.3600000000002,0.097864933607723,0.402336913887532,0.214613458265561,0.0257752089580504,0.102200392036235,0.41737525905549,0.214307384314925,0.0146189080638987,2.79160604280693e-06,9.53122318117463e-07,-0.456425407047521,0.129659361423731,1.95846320284006e-05,1.59668263637969e-05,-0.406713550974843,0.139010790250816
28.5200000000002,-80.3200000000002,0.0980462204146888,0.402225983528427,0.217162899831485,0.0256667222983928,0.103014288321138,0.418345153284117,0.215191257390028,0.0146856617129379,2.8948100158213e-06,1.10402759942865e-06,-0.455153129912174,0.127841302152599,1.92878438144765e-05,1.57313023887266e-05,-0.405477958575707,0.137366851733635
28.5200000000002,-80.2800000000002,0.097941685466285,0.400898455035157,0.219941105586709,0.025641342468012,0.104125411234689,0.418825638678885,0.216073690533578,0.014913388375427,3.02572873049805e-06,1.28108886127464e-06,-0.453537924839797,0.126069548080513,1.89623743752687e-05,1.5464191319556e-05,-0.403918305356052,0.13569914314288
28.5200000000002,-80.2400000000002,0.0975475088779193,0.397771556645419,0.223018899343631,0.0257616116363457,0.10534274851465,0.418612218630298,0.216702219364654,0.0153292466441431,3.15259668006456e-06,1.44921108956861e-06,-0.451095885239299,0.124238442461821,1.85304573528836e-05,1.50832222307923e-05,-0.401616291896472,0.133923267179634
28.5200000000002,-80.2000000000002,0.0969474105815915,0.392723302652719,0.225560169632679,0.0260555529404332,0.106829934336625,0.416843018841457,0.216766554565802,0.0158464720650954,3.23236901586706e-06,1.56052263270029e-06,-0.44675426675378,0.122112765640596,1.78350115924055e-05,1.441789022667e-05,-0.397685041575539,0.131759799187663
28.5200000000002,-80.1600000000002,0.0962978823072364,0.38627398976767,0.226567177318929,0.0262855389774152,0.108816966051725,0.412930307224802,0.215502770971708,0.0164907610181853,3.27470440995164e-06,1.61316315299253e-06,-0.438580718450089,0.119510125759962,1.67920882124074e-05,1.33775248675802e-05,-0.390435328998204,0.128749601780566
28.5200000000002,-80.1200000000002,0.0956834252632124,0.378860335590236,0.225427895347172,0.0261801085315402,0.111811841377981,0.407551459914878,0.211467591026983,0.0172399357286358,3.33474695508669e-06,1.66709665347339e-06,-0.424024851292601,0.116464166627113,1.53598672830761e-05,1.19120176255275e-05,-0.37745150356691,0.124632665005836
28.5200000000002,-80.0800000000002,0.0948998154659521,0.370617324592229,0.22316578833162,0.0256440746551968,0.116183187654173,0.402314272105649,0.204169959272431,0.0178324014729109,3.45563464831805e-06,1.78785192620861e-06,-0.40097998968645,0.113193109344419,1.36079631972821e-05,1.01060955710538e-05,-0.35629847977688,0.119774765820735
28.5200000000002,-80.0400000000002,0.0936850480217274,0.360610926092511,0.222125844042858,0.0250280282337181,0.120843437361965,0.396778166251282,0.195366834427969,0.0183727876490203,3.63492248641154e-06,2.00094398289659e-06,-0.369188963090627,0.109799721589718,1.18652100681517e-05,8.3434420009576e-06,-0.326096066088993,0.114905247686731
28.5200000000002,-80.0000000000002,0.0917325839270975,0.348294457758444,0.224388977100799,0.0246696009484489,0.123885467238578,0.389428747444619,0.188207613892627,0.0191187970513339,3.7759104367057e-06,2.2094985117811e-06,-0.330142461426733,0.10644732057791,1.04243121363955e-05,6.93400229648917e-06,-0.288105743567338,0.110679456303758
28.5200000000002,-79.9600000000002,0.0898481502615958,0.334818248657146,0.229655957866728,0.0249127066889924,0.124805244843196,0.378055750479099,0.186007987692242,0.0201360912258112,3.85318299800725e-06,2.36492759705399e-06,-0.285723130455698,0.103376655535748,9.21417356034378e-06,5.79264171649283e-06,-0.244314968684721,0.107313006040893
28.5200000000002,-79.9200000000002,0.0880552243379505,0.320036519070446,0.237158957295796,0.025904743668309,0.123382860403825,0.363410802386322,0.189408863889196,0.0213159637317922,3.82676436233108e-06,2.42496696827095e-06,-0.237171436419951,0.100539740985497,8.25151355215228e-06,4.92636618512348e-06,-0.196134509692157,0.104738695500551
