,Bottom Temp Winter,Bottom Temp Summer,Mixed Layer Winter,Mixed Layer Summer,SSH Winter,SSH Summer,SST Winter,SST Summer
1993,-1.04169025114302,-0.939849249593589,0.0284872178569991,-0.00833122780749429,0.0160125069087479,-0.00935052405166781,-0.581109310426393,0.283181650396567
1994,-1.42728393918334,-1.47794114509429,-0.0113094940508295,-0.00283108601449608,-0.0446971017695422,-0.0313228410631643,0.157811376889385,-0.317796825042459
1995,0.0776504735924646,0.078522263956014,0.00572050075329844,0.00881504158514657,-0.0127574616488371,0.0409413738690089,0.299126899608156,0.0359622641019226
1996,-1.39485373414859,-1.66185421260102,-0.0136036438116315,0.00731133238370366,-0.0877833132537523,-0.0328802719606639,-1.11817976320396,-0.322594349315743
1997,-0.544546565124647,0.028047394905334,-0.0141438190286194,0.00487177995665333,0.00392316731897485,0.00712141864100205,0.732488817196806,0.11061468172643
1998,-0.923518632251779,-1.48467703439641,-0.0244062088379355,-0.0209807534241648,-0.0496048338894676,-0.0356195690232431,-0.806089258896805,0.624690388752397
1999,0.375772723425277,0.198486543895861,0.0392644178582898,0.0122921358630233,-0.000850835319515295,-0.00794522307860757,0.568646451097583,0.312012423985107
2000,-0.523623797449626,0.67093297987586,0.0118868194912204,0.0101405667033766,-0.00286134342061168,0.0279659470345188,-0.106176949434272,-0.289947642981961
2001,0.0115998801116939,0.278700674999848,0.00421603295700679,-0.010406262996297,-0.0588870215381121,-0.044009994800323,-0.495696372772373,-0.311708333539072
2002,0.621620351260066,1.26158702141603,-0.00464915540456541,0.019484578575099,0.00141034885905765,-0.0026751582012577,0.548774741145584,-0.225963411067527
2003,-0.393102276178376,-1.80775472130344,-0.0718886254267606,-0.0212148476615448,0.0033397614084932,-0.0728621492385025,-0.196819960016956,-0.662970959421738
2004,-0.37450951306,-0.292811502994257,0.0186493445299081,-0.0139059692838635,-0.0723320565241133,-0.040768974896938,-0.176515022319641,-0.234990991450729
2005,0.300984714702861,-0.257911962643265,0.0238923281054299,-0.0287596827178114,0.0114691811780634,-0.0102485932049247,-0.76027424667708,0.0301331023007429
2006,-0.531182134389934,-1.14583151852914,-0.00413404828377352,-0.00509819911904206,-0.0242195988728409,-0.0686597969700583,-0.67167513821015,-0.293711748814645
2007,-0.090758976582722,0.0826632276289805,0.0396838547816061,0.0118727497510534,-0.0441857083958599,0.0227780959871253,-0.101615060711136,-0.0884078019594269
2008,-1.2179206258228,-0.343956607005519,-0.0186963522461349,-0.0150528824873458,-0.0371799830007331,-0.0335378596925,-0.495636947197701,-0.492097732054636
2009,-1.07820171542035,-0.234324029517858,-0.0124450494906731,-0.018306262190117,-0.070144298771687,0.0338590345740103,-1.1526899744979,-0.139401898199769
2010,-0.135646549240383,-0.747457878306249,0.0112986221498356,-0.012305875684141,0.000466379110744997,-0.00294796995770041,-1.81837172035246,0.520524506703757
2011,-0.689269615625409,0.580053079537223,-0.0446044397904046,0.00385726172296871,-0.0324772483187501,0.0484067456344694,-0.780758242954231,0.160731863663464
2012,-1.08661962483491,-1.01354686834762,-0.0401686824228657,0.0288008490346621,0.0349145490911914,0.0326968500326259,0.241205476858553,-0.468257540291437
2013,0.0369671243200628,-1.24171579349464,0.0308097415524446,0.00288722397731868,0.0229914307856853,-0.0112977957674333,-0.21890064709926,-0.802576585358755
2014,0.841372054601225,0.874329216729351,0.014388042114351,-0.00789816030271102,0.0819441111348781,0.0360939146800026,0.356807461781676,-0.0295241607276859
2015,1.04187499409537,-0.126484414423805,-0.00487207967921651,-0.00290979544899176,0.0618371871880399,0.0171776547935948,0.23022578820256,0.314469281851061
2016,0.251672477962316,0.691600704241413,0.0198002127193506,0.0242516587078567,0.0490801596400578,0.00820437594454942,0.615863593205925,0.637741000570294
2017,0.997103207327768,0.826766562475193,0.00695839598097396,0.00199052955741777,0.0214598634161075,0.0243965672785108,0.956271696560863,0.0235487418454888
2018,0.62986754842519,-0.345333419424433,0.00511442996355922,-0.0085143872884527,0.0486347493683475,0.00102867441658518,0.378793107294344,0.21285808277568
2019,1.89413946319913,1.84419346924774,-0.00921433489852939,0.000524626036910222,0.11476964655901,0.0928829022596731,1.27105240191322,0.614715949855515
2020,1.9805770555448,3.01141342684597,-0.000772061139566573,0.0144119447231508,0.0178247644473806,0.0326930198826772,1.92656520861191,0.705075318276867
2021,2.39152588188765,2.69415379192071,0.0147380336972327,0.0250031138481324,0.0479029983090426,-0.022119853121369,1.19687559440375,0.0936907234202873
