"Lat","Lon","USeasonal","BSeasonal","Colour","Constancy","Contigency","Predictability","InterAnnual","Annual","IntraAnnual","Synoptic","TrendLinear","Trend","Avg","Std"
28.5200000000002,-80.5200000000002,0.485340605779909,0.326753745162087,1.32668411666164,0.0980088461791121,0.206541681395875,0.304550527574988,0.0984921292173188,0.417545857374281,0.200151041403891,0.0194874202723183,8.85555951813758e-06,8.16287592830478e-06,-0.439328813205567,0.143156432291016
28.5200000000002,-80.4800000000002,0.487544083202166,0.327751015050695,1.33932471966648,0.0974175118581958,0.20509653942028,0.302514051278475,0.0990186430906481,0.419472753242659,0.201467458536047,0.0192367621811451,8.83850742712334e-06,8.1572055615384e-06,-0.438211417777118,0.141542667772111
28.5200000000002,-80.4400000000002,0.488573115153454,0.328215732354596,1.35177840630684,0.0973119951517508,0.203835107124973,0.301147102276724,0.0994058481155674,0.420998581141743,0.202949053480476,0.0190211839353413,8.81802806292389e-06,8.14869670675888e-06,-0.437227921669325,0.139848811102128
28.5200000000002,-80.4000000000002,0.488174449972848,0.328035768912546,1.36611544299413,0.0989071177560236,0.202848079916643,0.301755197672667,0.0997072653910332,0.421918210313126,0.204583704993974,0.01891670607706,8.79828864246415e-06,8.14178725093133e-06,-0.436254291075555,0.138142327624712
28.5200000000002,-80.3600000000002,0.486439008589851,0.327251239895355,1.38239441092753,0.0973019035171319,0.20076170256368,0.298063606080812,0.0999542915732261,0.422252876406671,0.20640081323169,0.0188871924244142,8.78217900579584e-06,8.13901674446948e-06,-0.435157708670731,0.136406649829044
28.5200000000002,-80.3200000000002,0.483109132431892,0.325740784590629,1.39600730549933,0.0980134470284107,0.203331275368016,0.301344722396427,0.100205833400882,0.421938640130823,0.208402901591107,0.0188830759157285,8.7740315112158e-06,8.14478724057813e-06,-0.433883062724349,0.134660737720046
28.5200000000002,-80.2800000000002,0.477807510584472,0.32332188540272,1.40727899632301,0.0980957932540112,0.205317773300451,0.303413566554462,0.100458815957903,0.420719415258172,0.210544945954839,0.0190014482700486,8.76624311475292e-06,8.15033127659957e-06,-0.43226956547946,0.132928005358506
28.5200000000002,-80.2400000000002,0.469629235443603,0.319556269103375,1.414682198376,0.0954050508243711,0.204959110824916,0.300364161649287,0.100621699134794,0.418249228982575,0.212665639179081,0.0193052223818994,8.73927225217491e-06,8.13525566558094e-06,-0.429857531741641,0.131114177126892
28.5200000000002,-80.2000000000002,0.457576429160992,0.313929630039628,1.41757227128184,0.100333465202367,0.189741587141827,0.290075052344194,0.100828065193376,0.414107642866214,0.21408281112441,0.019770848830189,8.64934470365362e-06,8.05419914576829e-06,-0.425650557552889,0.128955746788122
28.5200000000002,-80.1600000000002,0.442306154652052,0.306665927497727,1.41025185093152,0.104533321802741,0.187012355473193,0.291545677275934,0.101308278944948,0.408466567778143,0.213923403832984,0.0202147259664662,8.45915697337888e-06,7.86773142260671e-06,-0.417812794753808,0.126141361917946
